,Locality,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
0,Accomack County,38203.9389877989,37891.43148021176,37156.238732303245,36598.435728540564,36124.93435310047,35526.23623106896,35019.188044274015,34442.6400166271,33967.92425225508,33548.462978584466,33164.0,33036.4023204778,33334.95,33522.0,33612.0,33870.0,33516.0,33330.0,33041.0,32769.0,32561.0,32694.0
1,Albemarle County,84688.11453563237,86092.4575937873,87172.66391993663,88858.9478606035,90645.07066856534,91349.91440419688,94224.77481089944,94090.2258293452,96346.38870603709,97694.49153519588,98970.0,99346.07568792728,100780.0,101575.0,102731.0,103707.0,105051.0,105715.0,107697.0,108639.0,109722.0,110545.0
2,Alleghany County,17196.58118529546,16539.754373897824,17025.77621443247,16827.926478875917,16800.064805358055,16869.1972000964,16959.656766788525,16651.776968493723,16626.425448233575,16504.915322092602,16250.0,16222.492336000925,16179.65,15937.0,15961.0,15909.0,15515.0,15561.0,15405.0,15144.0,14952.0,14933.0
3,Amelia County,11465.990317034339,11439.71866528848,11668.256760785014,11777.027874105277,11864.117256640397,12002.145480217341,12418.878455794784,12236.175644532235,12548.990798393887,12574.578573704915,12690.0,12720.848935432812,12840.63,12720.0,12759.0,12824.0,12909.0,12856.0,12948.0,12995.0,13053.0,13142.0
4,Amherst County,31885.98004018218,31796.856252752677,31562.32505645019,31475.477355267212,31413.745810245775,31766.68760176717,32563.91874644227,32211.170227871822,32585.176955197534,32645.420820499003,32353.0,32356.404109642608,32495.7,32532.0,32476.0,32595.0,32028.0,32140.0,31982.0,31867.0,31766.0,31851.0
5,Appomattox County,13695.828050611572,13668.940191829583,13660.273270123524,13634.552216801434,13814.16549262764,13779.236607031493,14557.550871462488,14286.910942294357,14685.950668837066,14726.193454549682,14973.0,15002.378668020312,15021.47,15185.0,15270.0,15573.0,15455.0,15388.0,15536.0,15679.0,15818.0,16000.0
6,Arlington County,189361.60243178674,191169.5664639369,191028.95877487137,191249.45622021143,190359.59624279282,187696.12395668324,193721.0264016966,197411.78352507227,200615.26857283423,195667.8602148404,207627.0,208050.58502007462,214372.9,220565.0,227146.0,229302.0,234678.0,236691.0,239074.0,241031.0,242152.0,242465.0
7,Augusta County,65838.99026467117,66085.53837816829,66953.50166971024,67642.86034789868,68873.98042731849,69895.90412311006,71753.2403705172,72831.33664132372,73700.11437971097,74101.80351398674,73750.0,73947.1687854491,73791.66,73815.0,74504.0,74642.0,74881.0,74809.0,75013.0,75254.0,75831.0,76395.0
8,Bath County,5037.848992875411,5007.457484587078,5017.205235169697,4968.48820661774,4894.842831765459,4878.2104319044065,5120.496793133706,4843.211487939989,4897.517598336871,4863.322335750922,4731.0,4722.145254629806,4796.867,4773.0,4756.0,4771.0,4727.0,4652.0,4556.0,4429.0,4318.0,4341.0
9,Bedford County,60645.07681443206,61132.16012541677,61340.94101191294,62095.66240981582,63325.999155511454,64488.71780425291,66645.22143564337,66715.27823093323,67616.03404977062,68003.41529017276,68676.0,75098.80891237113,75515.996,75809.0,76309.0,77213.0,77575.0,77465.0,77807.0,78329.0,78581.0,78984.0
10,Bland County,6844.507366299374,6895.507264282138,6884.981817999351,6882.075862794109,6907.776459175281,6949.178283894396,6962.737378429158,6855.011098400712,6856.703454220569,6818.910651428226,6824.0,6821.109930698773,6747.886,6767.0,6768.0,6805.0,6684.0,6571.0,6511.0,6432.0,6364.0,6410.0
11,Botetourt County,30574.23270752591,30494.789148700544,30763.229610322935,31079.479742020132,31422.599146788765,31799.204004161653,32844.11686543735,32674.112717688535,33176.98305711665,33373.76767895809,33148.0,33208.80479339212,33398.72,33293.0,33423.0,33521.0,33486.0,33176.0,33350.0,33288.0,33494.0,33684.0
12,Brunswick County,18420.307680456048,18319.97842638265,18584.265739287122,18351.55200180948,18353.96300299342,18265.202693005587,18688.288720146276,18262.202644977886,18488.180075076085,18339.59872520832,17434.0,17405.67501179362,17400.41,17395.0,17275.0,17235.0,16930.0,16687.0,16581.0,16481.0,16292.0,16316.0
13,Buchanan County,26820.46896761836,26256.527790295193,25983.567691985878,25553.13460689504,25258.765192291554,24848.19635569054,24080.905008631264,24490.2172323955,24536.154675710917,24384.200775029196,24098.0,24024.028542664273,24005.63,23990.0,23867.0,23754.0,22983.0,22473.0,22004.0,21576.0,21295.0,21380.0
14,Buckingham County,15623.593978986513,15666.122672537304,15771.23562356533,16024.624866739654,16271.11232252277,16163.745744193651,16569.170365533817,16772.066739660262,16902.67109042086,17153.47336601217,17146.0,17181.589271241424,17143.17,17296.0,17185.0,17152.0,16988.0,16913.0,16957.0,16952.0,17075.0,17162.0
15,Campbell County,51199.63657518607,50972.431457260194,51240.808031564804,51239.50290400427,51606.70003582103,52034.027971454896,53299.47260777395,53441.08533275087,54401.16393853002,54928.878526287146,54842.0,54925.728183273284,54759.28,55030.0,56136.0,56232.0,56167.0,55562.0,55503.0,55425.0,55480.0,55648.0
16,Caroline County,22136.13186344139,22187.46189578337,22290.153034959,22922.465128524866,23713.257212383774,25026.164485611684,25908.436934946374,27275.481953307193,27798.553923789357,28070.475418872073,28545.0,28720.2842257091,28825.67,29115.0,29481.0,29727.0,29792.0,29704.0,29990.0,30292.0,30318.0,30342.0
17,Carroll County,29298.696426347145,29427.175126917733,29576.99156505083,29623.509479617627,29913.3958826779,29546.838759640177,30439.26314598139,30252.71888523154,30540.956192841008,30646.428570254357,30042.0,30054.625868198687,29747.78,29976.0,29462.0,29682.0,29283.0,29074.0,29212.0,29141.0,29137.0,29367.0
18,Charles City County,6936.567175589264,7047.056906279887,7096.893376631386,7100.110305678666,7210.358758633457,7135.615448304679,7296.890434090671,7214.234546935544,7282.066134445894,7264.987895277139,7256.0,7262.6179317064525,7290.498,7180.0,7268.0,7249.0,7331.0,7253.0,7151.0,7017.0,7016.0,7036.0
19,Charlotte County,12466.396693267352,12577.587091263278,12680.288817164586,12527.39793547232,12591.248107426354,12509.619565537187,12774.944839652037,12393.081734049332,12584.597369096902,12528.245187819646,12586.0,12585.716433209385,12564.64,12560.0,12497.0,12641.0,12454.0,12316.0,12231.0,12021.0,11928.0,11936.0
20,Chesterfield County,261031.19880439955,265118.0987928538,270765.9190898319,276829.07066389156,284356.06026505126,292004.086529353,297399.39981852245,302342.28287344315,308421.27930776146,311559.7381585242,316236.0,317710.71530078974,319640.8,322388.0,326950.0,330043.0,333450.0,333963.0,340020.0,346357.0,350760.0,355079.0
21,Clarke County,12692.729337703267,12901.977203510174,13127.684672019222,13333.35666964211,13507.368871036047,13948.470078786937,13766.038475125404,14005.085497794958,14222.201062921742,13977.075339345938,14034.0,14066.873543115327,14210.74,14276.0,14148.0,14323.0,14206.0,14240.0,14312.0,14400.0,14360.0,14522.0
22,Craig County,5088.4029997932175,5099.772307629994,5097.481633650199,5111.3763016162775,5108.974932426326,4968.742664980524,5167.159945785092,5153.305074686491,5203.878123616251,5133.125410503399,5190.0,5191.19112002862,5241.024,5258.0,5305.0,5275.0,5192.0,5216.0,5129.0,5094.0,5108.0,5123.0
23,Culpeper County,34435.95784320608,34976.26360749463,35823.21903183533,37149.61254144801,38929.90839215912,41540.76894658141,43316.276576143886,45217.36175026576,45974.51512166745,45824.8979426973,46689.0,47039.76815794156,47144.0,47732.0,48223.0,48558.0,48908.0,49388.0,50272.0,51282.0,51998.0,52494.0
24,Cumberland County,9000.599987593707,9046.354969358976,9227.650922038078,9384.804364303178,9473.831317323746,9632.236129180283,9792.716188458402,9712.776119961929,9859.362830696113,10028.521680620224,10052.0,10076.80359886279,10100.14,10145.0,10191.0,10141.0,9989.0,9857.0,9861.0,9820.0,9855.0,9920.0
25,Dickenson County,16338.436830708733,15965.671259676094,16082.279292239198,16160.797507804231,16197.235839649129,16091.493452014045,15684.673046317492,16133.520465853235,16055.563664305007,16012.456805087962,15903.0,15886.886900099855,15761.75,15747.0,15660.0,15741.0,15339.0,14996.0,14682.0,14516.0,14299.0,14331.0
26,Dinwiddie County,24645.20686744231,24699.617055356,24926.128552708837,25337.644308008952,25907.10674659932,26265.20628705982,26265.28720327817,26896.467783627213,27566.20063925553,27610.027413611206,28001.0,28086.632226621543,28018.4,28314.0,28864.0,28971.0,28753.0,28363.0,28500.0,28502.0,28667.0,28814.0
27,Essex County,9987.992912847683,9984.297066709943,9978.510007225712,10044.01446906865,10177.641816142463,10270.97044097651,10627.683861246522,10596.849486303649,10783.403952440061,10946.859124362278,11151.0,11178.90240790527,11287.42,11202.0,11077.0,11088.0,10914.0,10792.0,10813.0,10780.0,10765.0,10849.0
28,Fairfax County,975728.4911696048,994811.7187584615,1008153.9722204127,1014497.1447911959,1024938.8709174437,1027268.9222684205,1031231.8739895038,1035137.4665021426,1050214.2243576513,1070053.1042831903,1081726.0,1084411.889324979,1096023.0,1112325.0,1116897.0,1118884.0,1129330.0,1137290.0,1143429.0,1145978.0,1143528.0,1146163.0
29,Fauquier County,55533.68071513423,57061.83448051296,58074.23673719391,59055.90745910437,60677.65650223172,62184.33610941593,62449.66756625222,63789.449445064005,64593.964445827354,64496.50729628564,65203.0,65460.35396527988,65779.67,66131.0,66573.0,67512.0,67898.0,68168.0,69098.0,70150.0,70580.0,70996.0
30,Floyd County,13940.869101432614,14111.150686196544,14338.025993852383,14328.488039286294,14637.159822955531,14775.5594453147,14930.145091359094,14931.400089723715,15074.25242466081,15232.241567339406,15279.0,15312.03156813452,15484.21,15542.0,15726.0,15641.0,15430.0,15321.0,15550.0,15643.0,15561.0,15670.0
31,Fluvanna County,20192.887941999616,21224.430610143187,22289.06036464731,23039.370103078953,24040.064302387553,24624.069428534895,24164.98609733672,25138.38823425303,25410.788512191117,25327.917620653254,25691.0,25844.304749402338,25988.53,26033.0,26019.0,25970.0,26162.0,26133.0,26467.0,26692.0,27038.0,27202.0
32,Franklin County,47490.167366832306,48360.4854320686,49115.1058032487,49667.9749531064,50528.16336351579,51245.4757366028,53071.82353879982,53610.51583221909,55056.49713233081,55356.977851782874,56159.0,56386.75336009522,56299.66,56616.0,56574.0,56793.0,56373.0,56205.0,56427.0,56127.0,55782.0,56011.0
33,Frederick County,59616.152859462876,61324.826934686935,62863.48727327058,64789.95887700787,67055.08665103781,69559.26152544816,72006.58644377934,74076.81771547822,75667.19082981271,76586.59444384127,78305.0,78834.27753968911,79156.3,80118.0,81207.0,82059.0,82623.0,83998.0,85820.0,87776.0,88830.0,89790.0
34,Giles County,16742.866288320754,16642.72997299881,16790.53116993766,16665.409231196445,16728.799848156315,16635.634177223852,17045.47773712765,16861.380964212698,17096.57813475257,17280.48731124722,17286.0,17297.665942078806,17278.98,17486.0,17446.0,17399.0,17179.0,17024.0,17053.0,16931.0,16757.0,16784.0
35,Gloucester County,34873.2592278551,34959.78145022127,35099.660703959664,35281.40583531105,35586.21368401759,35758.7961038945,36360.63067546676,36202.765223437455,36438.43479657135,36776.26390591192,36858.0,36902.20985709465,36986.87,36976.0,37232.0,37225.0,37072.0,36983.0,37169.0,37194.0,37090.0,37175.0
36,Goochland County,16934.78505604867,17204.589505011852,17942.124583405435,18327.637136798683,18687.290436254345,19426.53667536273,19952.306386242944,20310.52951831908,20905.226701409887,21261.36100808447,21717.0,21849.27395245413,21752.83,21169.0,21400.0,21703.0,22277.0,22312.0,22705.0,23176.0,23472.0,23829.0
37,Grayson County,16856.398985673477,16863.63821699562,16713.05927141113,16590.81447559057,16396.01530148018,16134.2757984459,16007.013301127308,15889.615020316092,15812.38240475399,15778.878982188597,15533.0,15496.810609301825,15470.36,15381.0,15412.0,16374.0,16087.0,15926.0,15669.0,15330.0,15445.0,15474.0
38,Greene County,15361.153171992994,15808.28724180527,16235.037425377508,16463.70397335444,16717.22275019537,16793.56223722126,17163.873109895892,17680.972213794823,17862.205041809062,18048.520667492525,18403.0,18485.190141694275,19041.69,18856.0,19320.0,19618.0,19840.0,19785.0,19985.0,19959.0,20097.0,20323.0
39,Greensville County,11555.36243656136,11657.997797220183,11842.302116618812,12196.745238741107,12212.02697254582,12353.161947840434,11932.193793301098,12492.805890681031,12350.377056982987,12401.57086541778,12243.0,12257.492996093504,12131.25,12136.0,11581.0,11605.0,11804.0,11625.0,11563.0,11473.0,11408.0,11393.0
40,Halifax County,37307.67641253157,37123.43142902141,37083.18006518578,36625.21480093943,36588.441710791325,36538.74756812062,37013.57221093163,36342.85482941516,36502.40682446367,36448.2521988148,36241.0,36204.57600050048,36183.66,36242.0,36074.0,36178.0,35766.0,35584.0,35215.0,34647.0,34329.0,34425.0
41,Hanover County,87020.44411743489,89294.72692529923,91150.00602545058,93063.56463799128,95119.80686206679,95865.32593968508,96841.37615219783,97544.15911240136,98635.77836727838,98872.93080583835,99863.0,100202.25424279999,100703.6,101327.0,101702.0,102714.0,104013.0,105210.0,106375.0,107357.0,107928.0,109229.0
42,Henrico County,263530.66869131266,268421.73811051954,272393.5945512059,277156.6190755019,283802.28147341806,287525.0356719401,291368.41465032083,296073.2104779547,300235.2356693289,304622.3127079158,306935.0,308065.5754419038,310741.5,314881.0,316973.0,318019.0,320717.0,321233.0,324395.0,326993.0,328999.0,331219.0
43,Henry County,57979.074286532195,57385.518299880074,56878.86186106455,56169.175578790535,56001.76984644527,55284.97445376739,56183.8772630549,55121.6597184698,55324.36361190649,54918.80710558499,54151.0,54046.130904602964,53867.07,53889.0,53560.0,53273.0,52822.0,52352.0,51975.0,51438.0,51019.0,51450.0
44,Highland County,2537.5642024967665,2562.9623695938863,2536.4372396981644,2481.128592569735,2486.608055605935,2454.132628775645,2487.999883605217,2451.869059947846,2400.5176309232716,2389.310693214416,2321.0,2315.281713352865,2294.547,2288.0,2311.0,2297.0,2277.0,2300.0,2284.0,2265.0,2246.0,2240.0
45,Isle of Wight County,29874.03852500076,30065.39967368159,30414.47742744963,30904.687382994056,31578.75878921158,32359.493330978436,33019.224932028104,33959.361450373995,34592.11526536105,34844.910399672786,35270.0,35412.12656438061,35457.49,36180.0,36462.0,36172.0,36438.0,37074.0,37333.0,37492.0,37649.0,37945.0
46,James City County,48523.94698118389,50308.05160284976,52094.0158243271,53514.17316052198,55760.29654441993,58216.596459438384,60467.72054630829,62495.99746682842,63792.804488137626,64996.5348851128,67009.0,67549.62475337426,68873.8,69546.0,70231.0,71140.0,73325.0,73615.0,74722.0,75837.0,75907.0,76484.0
47,King and Queen County,6628.126950959822,6770.410276220999,6828.325655974759,6912.356277587458,6928.988915880317,7181.030962209949,7228.338633263626,7289.2810295084255,7121.412208830064,7027.028216275993,6945.0,6951.311845507241,7048.602,7427.0,7410.0,7072.0,7190.0,7156.0,6935.0,6940.0,6902.0,6940.0
48,King George County,16899.64238155761,16993.746528460255,17487.552624138134,18052.34397915298,19213.219535147375,20313.206775870472,20861.564210797875,22094.299628961748,22807.63568512281,23234.114041102384,23584.0,23778.73713967024,23332.77,23945.0,24460.0,24739.0,24600.0,24724.0,25381.0,25863.0,26016.0,26296.0
49,King William County,13188.369476039048,13395.417596971996,13560.796882751607,13623.782192883487,13873.333594283633,14241.808923949799,14261.108985485998,15021.810526799589,15451.446330828378,15691.611518632899,15935.0,16007.79753283361,16158.89,16014.0,16148.0,16354.0,16253.0,16333.0,16627.0,16916.0,17133.0,17277.0
50,Lancaster County,11584.346873370423,11345.20370086403,11431.867719185047,11392.1594129524,11312.421054744873,11408.444402174335,11667.822905042882,11506.17314070363,11565.243633471022,11487.304155456404,11391.0,11383.765309622746,11463.3,11359.0,11370.0,11322.0,11297.0,11236.0,11171.0,10979.0,10829.0,10808.0
51,Lee County,23541.04262407909,23386.57930186542,24194.665219800732,24860.21068679098,25269.149637639362,25117.259665799975,24900.736730976536,25228.448479504437,25585.255135970037,25500.665993030252,25587.0,25632.60050929615,25675.73,25705.0,25665.0,25804.0,25182.0,24653.0,24363.0,23994.0,23810.0,23833.0
52,Loudoun County,173919.22639335543,190529.3964969293,208891.92992374735,224492.0019759134,244012.2404420971,262768.2912926761,268971.60401799635,278985.92642507754,289142.6676580296,309640.0252851507,312311.0,317034.7989424603,324336.8,333253.0,347969.0,361708.0,374451.0,385327.0,396068.0,406355.0,413546.0,418690.0
53,Louisa County,25763.45952066819,26454.479344327745,26789.48451559603,27234.292495712158,28109.99818271559,29308.91836244864,30280.602568983446,31219.717111985494,32205.931370623483,32598.831177039046,33153.0,33358.69204571814,33456.38,33707.0,34211.0,34317.0,34244.0,34316.0,35035.0,36021.0,36620.0,37011.0
54,Lunenburg County,13089.356279664125,13036.651952756025,12985.723842778249,12944.014268361703,12921.8060867872,12931.030003964472,13067.174129728004,12992.44012323881,12959.894394243307,13020.624630436827,12914.0,12905.000176156576,12966.95,12919.0,12765.0,12661.0,12435.0,12365.0,12386.0,12236.0,12246.0,12266.0
55,Madison County,12544.555779114831,12618.354699310205,12834.837566809982,12957.791635788764,13158.823021143178,13247.330201523911,13334.794024216537,13344.57735573685,13280.794365284977,13263.982728641979,13308.0,13324.96440795872,13424.23,13472.0,13333.0,13353.0,13099.0,13099.0,13190.0,13278.0,13251.0,13342.0
56,Mathews County,9177.136610390646,9196.02986098501,9230.404578984928,9192.336170067112,9207.211698416433,8971.307592652453,9123.60917698088,8909.465268235901,9052.555793452331,8973.654556203215,8978.0,8970.087746744104,8936.55,8883.0,8850.0,8882.0,8737.0,8647.0,8651.0,8704.0,8645.0,8707.0
57,Mecklenburg County,32379.138559779414,32453.57648771965,32368.931871968056,32487.336017848134,32355.19892400038,32469.13554133383,33220.05688301288,32613.946701443143,32606.916300584908,32697.092279160483,32727.0,32727.473822754506,32936.21,32173.0,31980.0,32052.0,31608.0,31347.0,31264.0,30985.0,30917.0,31031.0
58,Middlesex County,9987.941057071946,10046.997986104401,10031.090804946112,10103.54972100437,10318.609091634396,10399.245660288698,10610.435215402753,10618.502472058773,10749.100670802902,10866.981036762389,10959.0,10983.223878692983,11064.95,11009.0,11089.0,11061.0,11082.0,11049.0,11004.0,10889.0,10712.0,10754.0
59,Montgomery County,83829.46479942495,84624.79197787629,85027.31555278746,85819.17031120845,87573.89171391327,88944.10557939972,89822.9462944938,91040.76518835334,93126.18781687289,93714.07165349575,94392.0,94654.26753318736,94995.77,95626.0,96867.0,97405.0,98121.0,98509.0,98776.0,99433.0,100073.0,100313.0
60,Nelson County,14459.534725154064,14317.993383948125,14542.03310372234,14627.609024573518,14597.242053152513,14669.817861553738,14598.337048814798,14783.518189194769,15290.782026983461,15012.856546585423,15020.0,15030.876145112845,15091.57,15078.0,15031.0,15074.0,14993.0,14835.0,14858.0,14836.0,14794.0,14904.0
61,New Kent County,13533.44055227852,13811.95811675756,14209.8541863126,14594.53034842072,15366.089347968727,16012.68841754844,16866.085996686907,17126.063061343943,17550.598583762785,17970.865603630496,18429.0,18569.58202602434,18826.71,19257.0,19791.0,20164.0,20468.0,20895.0,21709.0,22462.0,23066.0,23313.0
62,Northampton County,13030.986704974002,12840.939797502875,12645.121437217906,12580.804226717823,12590.547918308574,12736.44192914423,12664.241981705442,12647.22869766456,12591.549155773744,12580.024250634213,12389.0,12368.776270257831,12432.82,12441.0,12089.0,12207.0,12176.0,12139.0,12000.0,11862.0,11810.0,11898.0
63,Northumberland County,12233.861687062685,12402.592867370668,12385.466315385513,12366.244858480903,12282.752269974388,12336.560573199666,12342.229980830778,12509.213773790621,12350.868214783839,12342.187429794125,12330.0,12328.67293074975,12449.33,12466.0,12387.0,12385.0,12220.0,12089.0,12053.0,12075.0,11981.0,12100.0
64,Nottoway County,15750.453640218131,15672.820561389284,15626.318674368631,15572.3785150534,15576.16084254044,15670.070958956152,15607.441337331558,15429.303308180532,15601.455521469408,15779.3024252925,15853.0,15852.217909387005,15907.07,15855.0,15975.0,16104.0,16261.0,16106.0,15845.0,15659.0,15413.0,15520.0
65,Orange County,25993.695023539378,26528.475569034294,27056.688260537074,27576.047694250123,28463.938878781286,29757.07201093273,31378.206726945442,32066.668140072776,32925.45666610656,33138.27566069105,33481.0,33688.71213903843,33715.16,33999.0,34143.0,34487.0,34015.0,33777.0,34521.0,35582.0,35921.0,36286.0
